cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2015-03-31,1,2015-04-27,2015-04-27,false,ind,total,REAL,3,131548000,2015-01-01,318461000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2015-06-30,1,2015-07-26,2015-07-26,false,ind,total,REAL,6,220923000,2015-01-01,381031000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2015-09-30,1,2015-10-29,2015-10-29,false,ind,total,REAL,9,313274000,2015-01-01,476199000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2015-12-31,2,2016-02-04,2016-02-03,true,ind,total,REAL,12,363070000,2015-01-01,363070000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2016-03-31,2,2016-05-06,2016-05-05,true,ind,total,REAL,3,81763000,2016-01-01,313285000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2016-06-30,2,2016-08-30,2016-07-26,true,ind,total,REAL,6,218220000,2016-01-01,360367000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2016-09-30,1,2016-11-03,2016-11-03,false,ind,total,REAL,9,277961000,2016-01-01,327757000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2016-12-31,1,2017-02-22,2017-02-22,false,ind,total,REAL,12,393057000,2016-01-01,393057000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2017-03-31,1,2017-05-04,2017-05-04,false,ind,total,REAL,3,101144000,2017-01-01,412438000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2017-06-30,1,2017-07-25,2017-07-25,false,ind,total,REAL,6,214873000,2017-01-01,389710000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2017-09-30,1,2017-10-30,2017-10-30,false,ind,total,REAL,9,328554000,2017-01-01,443650000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2017-12-31,1,2018-02-27,2018-02-27,false,ind,total,REAL,12,435779000,2017-01-01,435779000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2018-03-31,1,2018-05-02,2018-05-02,false,ind,total,REAL,3,85387000,2018-01-01,420022000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2018-06-30,1,2018-07-26,2018-07-26,false,ind,total,REAL,6,166429000,2018-01-01,387335000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2018-09-30,1,2018-10-29,2018-10-29,false,ind,total,REAL,9,235697000,2018-01-01,342922000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2018-12-31,1,2019-02-26,2019-02-26,false,ind,total,REAL,12,364520000,2018-01-01,364520000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2019-03-31,1,2019-04-24,2019-04-24,false,ind,total,REAL,3,7010000,2019-01-01,286143000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2019-06-30,1,2019-07-30,2019-07-30,false,ind,total,REAL,6,129965000,2019-01-01,328056000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2019-09-30,1,2019-10-25,2019-10-25,false,ind,total,REAL,9,199321000,2019-01-01,328144000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2019-12-31,1,2020-02-20,2020-02-20,false,ind,total,REAL,12,404905000,2019-01-01,404905000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2020-03-31,1,2020-04-30,2020-04-30,false,ind,total,REAL,3,82635000,2020-01-01,480530000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2020-06-30,1,2020-07-27,2020-07-27,false,ind,total,REAL,6,108753000,2020-01-01,383693000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2020-09-30,1,2020-11-03,2020-11-03,false,ind,total,REAL,9,156714000,2020-01-01,362298000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2020-12-31,1,2021-02-24,2021-02-24,false,ind,total,REAL,12,265181000,2020-01-01,265181000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2021-03-31,1,2021-04-30,2021-04-30,false,ind,total,REAL,3,86916000,2021-01-01,269462000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2021-06-30,1,2021-07-27,2021-07-27,false,ind,total,REAL,6,276239000,2021-01-01,432667000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2021-09-30,3,2021-11-04,2021-10-27,true,ind,total,REAL,9,359282000,2021-01-01,467749000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2021-12-31,1,2022-02-24,2022-02-24,false,ind,total,REAL,12,488587000,2021-01-01,488587000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2022-03-31,1,2022-04-29,2022-04-29,false,ind,total,REAL,3,111141000,2022-01-01,512812000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2022-06-30,1,2022-07-26,2022-07-26,false,ind,total,REAL,6,309195000,2022-01-01,521543000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2022-09-30,1,2022-10-26,2022-10-26,false,ind,total,REAL,9,389553000,2022-01-01,518858000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2022-12-31,1,2023-02-24,2023-02-24,false,ind,total,REAL,12,640570000,2022-01-01,640570000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2023-03-31,1,2023-04-26,2023-04-26,false,ind,total,REAL,3,79117000,2023-01-01,608546000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2023-06-30,1,2023-07-25,2023-07-25,false,ind,total,REAL,6,148732000,2023-01-01,480107000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2023-09-30,1,2023-10-25,2023-10-25,false,ind,total,REAL,9,286923000,2023-01-01,537940000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2023-12-31,1,2024-02-28,2024-02-28,false,ind,total,REAL,12,315476000,2023-01-01,315476000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2024-03-31,2,2024-04-30,2024-04-29,true,ind,total,REAL,3,127078000,2024-01-01,363438000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2024-06-30,2,2024-08-23,2024-07-24,true,ind,total,REAL,6,194421000,2024-01-01,361165000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2024-09-30,1,2024-10-28,2024-10-28,false,ind,total,REAL,9,262578000,2024-01-01,291131000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2024-12-31,1,2025-02-27,2025-02-27,false,ind,total,REAL,12,464914000,2024-01-01,464914000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2025-03-31,1,2025-04-29,2025-04-29,false,ind,total,REAL,3,34039000,2025-01-01,371875000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2025-06-30,1,2025-07-29,2025-07-29,false,ind,total,REAL,6,117476000,2025-01-01,387969000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2025-09-30,1,2025-10-29,2025-10-29,false,ind,total,REAL,9,91870000,2025-01-01,294206000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,DFP,2025-12-31,1,2026-02-24,2026-02-24,false,ind,total,REAL,12,393974000,2025-01-01,393974000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2026-03-31,1,2026-04-29,2026-04-29,false,ind,total,REAL,3,145241000,2026-01-01,505176000,ok,backfill,2026-09-21T21:38:17.660Z
07.047.251/0001-70,014869,CIA ENERGETICA DO CEARA - COELCE,ITR,2026-06-30,1,2026-07-28,2026-07-28,false,ind,total,REAL,6,145989000,2026-01-01,422487000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2010-12-31,2,2011-04-15,2011-04-08,true,ind,total,REAL,12,76000,2010-01-01,76000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2011-03-31,1,2011-05-12,2011-05-12,false,ind,total,REAL,3,-10000,2011-01-01,77000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2011-06-30,1,2011-08-10,2011-08-10,false,ind,total,REAL,6,-19000,2011-01-01,40000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2011-09-30,1,2011-11-11,2011-11-11,false,ind,total,REAL,9,7000,2011-01-01,34000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2011-12-31,1,2012-03-23,2012-03-23,false,ind,total,REAL,12,49000,2011-01-01,49000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2012-03-31,2,2012-05-16,2012-05-15,true,ind,total,REAL,3,66000,2012-01-01,125000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2012-06-30,1,2012-08-09,2012-08-09,false,ind,total,REAL,6,73000,2012-01-01,141000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2012-09-30,1,2012-11-06,2012-11-06,false,ind,total,REAL,9,103000,2012-01-01,145000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2012-12-31,1,2013-02-18,2013-02-18,false,ind,total,REAL,12,147000,2012-01-01,147000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2013-03-31,1,2013-05-06,2013-05-06,false,ind,total,REAL,3,-91000,2013-01-01,-10000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2013-06-30,1,2013-08-05,2013-08-05,false,ind,total,REAL,6,-120000,2013-01-01,-46000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2013-09-30,1,2013-11-04,2013-11-04,false,ind,total,REAL,9,-99000,2013-01-01,-55000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2013-12-31,1,2014-02-17,2014-02-17,false,ind,total,REAL,12,-91000,2013-01-01,-91000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2014-03-31,1,2014-05-12,2014-05-12,false,ind,total,REAL,3,33000,2014-01-01,33000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2014-06-30,1,2014-08-04,2014-08-04,false,ind,total,REAL,6,66000,2014-01-01,95000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2014-09-30,1,2014-11-03,2014-11-03,false,ind,total,REAL,9,56000,2014-01-01,64000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2014-12-31,1,2015-02-12,2015-02-12,false,ind,total,REAL,12,76000,2014-01-01,76000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2015-03-31,1,2015-05-04,2015-05-04,false,ind,total,REAL,3,30000,2015-01-01,73000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2015-06-30,1,2015-08-03,2015-08-03,false,ind,total,REAL,6,51000,2015-01-01,61000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2015-09-30,1,2015-11-03,2015-11-03,false,ind,total,REAL,9,52000,2015-01-01,72000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2015-12-31,1,2016-02-17,2016-02-17,false,ind,total,REAL,12,52000,2015-01-01,52000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2016-03-31,1,2016-05-03,2016-05-03,false,ind,total,REAL,3,1000,2016-01-01,23000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2016-06-30,1,2016-08-10,2016-08-10,false,ind,total,REAL,6,1000,2016-01-01,2000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2016-09-30,1,2016-11-09,2016-11-09,false,ind,total,REAL,9,-5000,2016-01-01,-5000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,DFP,2016-12-31,1,2017-02-14,2017-02-14,false,ind,total,REAL,12,-41000,2016-01-01,-41000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2017-03-31,2,2017-05-11,2017-05-09,true,ind,total,REAL,3,-48000,2017-01-01,-90000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2017-06-30,1,2017-08-08,2017-08-08,false,ind,total,REAL,6,-80000,2017-01-01,-122000,ok,backfill,2026-09-21T21:38:17.660Z
07.088.416/0001-52,019895,BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,ITR,2017-09-30,1,2017-11-07,2017-11-07,false,ind,total,REAL,9,-219000,2017-01-01,-255000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,DFP,2010-12-31,1,2011-03-31,2011-03-31,false,ind,total,REAL,12,692000,2010-01-01,692000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2011-03-31,1,2011-05-16,2011-05-16,false,ind,total,REAL,3,3231000,2011-01-01,3923000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2011-06-30,2,2012-04-03,2011-08-16,true,ind,total,REAL,6,5913000,2011-01-01,6605000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2011-09-30,1,2011-11-14,2011-11-14,false,ind,total,REAL,9,6868000,2011-01-01,7561000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,DFP,2011-12-31,1,2012-03-27,2012-03-27,false,ind,total,REAL,12,6837000,2011-01-01,6837000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2012-03-31,1,2012-07-03,2012-07-03,false,ind,total,REAL,3,-11000,2012-01-01,6823000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2012-06-30,1,2012-08-06,2012-08-06,false,ind,total,REAL,6,-61484,2012-01-01,6769603,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2012-09-30,1,2012-11-05,2012-11-05,false,ind,total,REAL,9,-54000,2012-01-01,-85000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,DFP,2012-12-31,1,2013-03-07,2013-03-07,false,ind,total,REAL,12,-51000,2012-01-01,-51000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2013-03-31,2,2013-05-10,2013-05-10,true,ind,total,REAL,3,-32000,2013-01-01,-72000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2013-06-30,1,2013-08-12,2013-08-12,false,ind,total,REAL,6,-70000,2013-01-01,-60000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2013-09-30,1,2013-11-01,2013-11-01,false,ind,total,REAL,9,-69000,2013-01-01,-66000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,DFP,2013-12-31,1,2014-03-19,2014-03-19,false,ind,total,REAL,12,-67000,2013-01-01,-67000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2014-03-31,1,2014-05-15,2014-05-15,false,ind,total,REAL,3,-25000,2014-01-01,-60000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2014-06-30,1,2014-08-14,2014-08-14,false,ind,total,REAL,6,-36000,2014-01-01,-33000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2014-09-30,1,2014-11-14,2014-11-14,false,ind,total,REAL,9,-32000,2014-01-01,-30000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,DFP,2014-12-31,1,2015-03-30,2015-03-30,false,ind,total,REAL,12,-62000,2014-01-01,-62000,ok,backfill,2026-09-21T21:38:17.660Z
07.110.438/0001-71,019690,BTG PACTUAL SECURITIZADORA S.A,ITR,2015-03-31,1,2015-05-15,2015-05-15,false,ind,total,REAL,3,-4000,2015-01-01,-41000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2010-12-31,1,2011-03-28,2011-03-28,false,ind,total,REAL,12,-9000,2010-01-01,-9000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2011-03-31,4,2011-11-21,2011-06-01,true,ind,total,REAL,3,21000,2011-01-01,-33000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2011-06-30,2,2011-11-21,2011-08-12,true,ind,total,REAL,6,43000,2011-01-01,-109000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2011-09-30,1,2011-11-14,2011-11-14,false,ind,total,REAL,9,71000,2011-01-01,-16000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2011-12-31,1,2012-03-30,2012-03-30,false,ind,total,REAL,12,-37000,2011-01-01,-37000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2012-03-31,2,2012-08-10,2012-05-15,true,ind,total,REAL,3,-4000,2012-01-01,-62000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2012-06-30,1,2012-08-14,2012-08-14,false,ind,total,REAL,6,-68000,2012-01-01,-248000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2012-09-30,3,2013-02-14,2012-11-14,true,ind,total,REAL,9,-152000,2012-01-01,-260000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2012-12-31,3,2013-04-01,2013-03-28,true,ind,total,REAL,12,-152000,2012-01-01,-152000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2013-03-31,2,2013-05-15,2013-05-15,true,ind,total,REAL,3,-259000,2013-01-01,-407000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2013-06-30,1,2013-08-14,2013-08-14,false,ind,total,REAL,6,215000,2013-01-01,131000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2013-09-30,1,2013-11-14,2013-11-14,false,ind,total,REAL,9,186000,2013-01-01,186000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2013-12-31,1,2014-05-16,2014-05-16,false,ind,total,REAL,12,34000,2013-01-01,34000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2014-03-31,2,2015-06-10,2015-06-02,true,ind,total,REAL,3,-534000,2014-01-01,-241000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2014-06-30,1,2015-06-02,2015-06-02,false,ind,total,REAL,6,-719000,2014-01-01,-900000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2014-09-30,1,2015-06-02,2015-06-02,false,ind,total,REAL,9,-966000,2014-01-01,-1118000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2014-12-31,1,2015-06-02,2015-06-02,false,ind,total,REAL,12,-1406000,2014-01-01,-1406000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2015-03-31,1,2016-03-21,2016-03-21,false,ind,total,REAL,3,-507000,2015-01-01,-1379000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2015-06-30,1,2016-03-21,2016-03-21,false,ind,total,REAL,6,-810000,2015-01-01,-1497000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,ITR,2015-09-30,1,2016-03-21,2016-03-21,false,ind,total,REAL,9,-1206000,2015-01-01,-1646000,ok,backfill,2026-09-21T21:38:17.660Z
07.112.325/0001-05,019704,B.I. COMPANHIA SECURITIZADORA S/A,DFP,2015-12-31,1,2016-03-21,2016-03-21,false,ind,total,REAL,12,-1407000,2015-01-01,-1407000,ok,backfill,2026-09-21T21:38:17.660Z
07.119.838/0001-48,019720,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,DFP,2010-12-31,1,2011-03-28,2011-03-28,false,ind,total,REAL,12,-60712,2010-01-01,-60712,ok,backfill,2026-09-21T21:38:17.660Z
07.119.838/0001-48,019720,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,ITR,2011-03-31,1,2011-05-16,2011-05-16,false,ind,total,REAL,3,-21286,2011-01-01,-80530,ok,backfill,2026-09-21T21:38:17.660Z
